date,home_team,away_team,home_score,away_score,home_won
2022-10-15,LA Lakers,Golden State Warriors,94,132,False
2022-10-15,New Orleans Pelicans,Washington Wizards,115,111,True
2022-10-15,Phoenix Suns,Chicago Bulls,104,115,False
2022-10-15,New York Knicks,Philadelphia 76ers,100,108,False
2022-10-16,Washington Wizards,Utah Jazz,121,95,True
2022-10-16,Detroit Pistons,Utah Jazz,111,119,False
2022-10-16,Houston Rockets,Golden State Warriors,93,122,False
2022-10-16,Denver Nuggets,Chicago Bulls,104,98,True
2022-10-16,Indiana Pacers,Milwaukee Bucks,115,118,False
2022-10-16,Portland Trail Blazers,Phoenix Suns,110,91,True
2022-10-16,Indiana Pacers,Portland Trail Blazers,113,86,True
2022-10-16,Memphis Grizzlies,Utah Jazz,109,107,True
2022-10-16,Utah Jazz,Charlotte Hornets,107,120,False
2022-10-16,LA Lakers,New Orleans Pelicans,116,108,True
2022-10-17,Sacramento Kings,Indiana Pacers,117,113,True
2022-10-17,Sacramento Kings,Minnesota Timberwolves,103,111,False
2022-10-17,Charlotte Hornets,Milwaukee Bucks,133,136,False
2022-10-17,Atlanta Hawks,Oklahoma City Thunder,116,118,False
2022-10-17,Denver Nuggets,Toronto Raptors,120,92,True
2022-10-17,Oklahoma City Thunder,LA Clippers,127,124,True
2022-10-17,Boston Celtics,New Orleans Pelicans,116,125,False
2022-10-17,Oklahoma City Thunder,New York Knicks,125,116,True
2022-10-18,Miami Heat,Oklahoma City Thunder,121,99,True
2022-10-18,Oklahoma City Thunder,Boston Celtics,128,97,True
2022-10-18,Chicago Bulls,LA Lakers,91,119,False
2022-10-18,New York Knicks,Memphis Grizzlies,114,105,True
2022-10-18,Orlando Magic,Chicago Bulls,113,107,True
2022-10-18,Dallas Mavericks,New York Knicks,119,98,True
2022-10-18,New Orleans Pelicans,Minnesota Timberwolves,123,114,True
2022-10-18,Minnesota Timberwolves,LA Lakers,103,85,True
2022-10-18,San Antonio Spurs,Memphis Grizzlies,114,111,True
2022-10-18,Phoenix Suns,Miami Heat,117,122,False
2022-10-18,Philadelphia 76ers,Sacramento Kings,131,130,True
2022-10-18,Boston Celtics,Philadelphia 76ers,109,118,False
2022-10-18,Minnesota Timberwolves,Cleveland Cavaliers,124,118,True
2022-10-19,Utah Jazz,Golden State Warriors,114,110,True
2022-10-19,Denver Nuggets,Houston Rockets,124,114,True
2022-10-19,Minnesota Timberwolves,Milwaukee Bucks,128,130,False
2022-10-19,Cleveland Cavaliers,Portland Trail Blazers,126,125,True
2022-10-19,Houston Rockets,Dallas Mavericks,89,125,False
2022-10-19,Dallas Mavericks,Cleveland Cavaliers,133,126,True
2022-10-19,San Antonio Spurs,Phoenix Suns,117,114,True
2022-10-19,Atlanta Hawks,Boston Celtics,128,120,True
2022-10-19,Sacramento Kings,LA Clippers,118,120,False
2022-10-19,Charlotte Hornets,San Antonio Spurs,114,96,True
2022-10-19,Minnesota Timberwolves,LA Clippers,123,131,False
2022-10-19,Orlando Magic,Houston Rockets,106,107,False
2022-10-20,Toronto Raptors,New Orleans Pelicans,109,104,True
2022-10-20,Miami Heat,LA Lakers,117,116,True
2022-10-20,Chicago Bulls,Detroit Pistons,107,99,True
2022-10-20,Chicago Bulls,Indiana Pacers,109,111,False
2022-10-20,Philadelphia 76ers,Miami Heat,123,113,True
2022-10-20,New Orleans Pelicans,Orlando Magic,104,109,False
2022-10-20,Indiana Pacers,Dallas Mavericks,110,113,False
2022-10-21,Dallas Mavericks,Golden State Warriors,120,100,True
2022-10-21,Portland Trail Blazers,Brooklyn Nets,137,133,True
2022-10-21,Miami Heat,San Antonio Spurs,105,128,False
2022-10-21,Toronto Raptors,Boston Celtics,106,128,False
2022-10-21,Sacramento Kings,Charlotte Hornets,120,96,True
2022-10-21,Sacramento Kings,Orlando Magic,113,101,True
2022-10-21,Miami Heat,Chicago Bulls,115,97,True
2022-10-21,Dallas Mavericks,Golden State Warriors,107,90,True
2022-10-22,Phoenix Suns,San Antonio Spurs,121,93,True
2022-10-22,Golden State Warriors,Toronto Raptors,116,109,True
2022-10-22,Minnesota Timberwolves,New Orleans Pelicans,115,112,True
2022-10-22,Portland Trail Blazers,Denver Nuggets,120,121,False
2022-10-22,Dallas Mavericks,Cleveland Cavaliers,115,132,False
2022-10-22,Oklahoma City Thunder,Boston Celtics,113,103,True
2022-10-22,Phoenix Suns,Dallas Mavericks,110,121,False
2022-10-22,New York Knicks,Indiana Pacers,119,113,True
2022-10-22,Orlando Magic,Phoenix Suns,111,126,False
2022-10-22,Sacramento Kings,LA Lakers,91,103,False
2022-10-23,New York Knicks,Memphis Grizzlies,100,122,False
2022-10-23,Dallas Mavericks,New York Knicks,105,127,False
2022-10-23,Chicago Bulls,Milwaukee Bucks,95,125,False
2022-10-23,Detroit Pistons,Houston Rockets,127,128,False
2022-10-23,Minnesota Timberwolves,Denver Nuggets,120,123,False
2022-10-23,San Antonio Spurs,Utah Jazz,117,114,True
2022-10-23,Toronto Raptors,San Antonio Spurs,112,93,True
2022-10-23,Cleveland Cavaliers,Phoenix Suns,119,126,False
2022-10-23,Denver Nuggets,LA Lakers,115,103,True
2022-10-23,Charlotte Hornets,Memphis Grizzlies,122,117,True
2022-10-23,Phoenix Suns,Golden State Warriors,117,96,True
2022-10-24,Toronto Raptors,Dallas Mavericks,98,112,False
2022-10-24,New Orleans Pelicans,Orlando Magic,112,93,True
2022-10-24,LA Lakers,Golden State Warriors,102,112,False
2022-10-24,Atlanta Hawks,Detroit Pistons,118,119,False
2022-10-24,Toronto Raptors,Utah Jazz,137,130,True
2022-10-24,Brooklyn Nets,Cleveland Cavaliers,85,113,False
2022-10-24,Sacramento Kings,LA Clippers,108,100,True
2022-10-24,Indiana Pacers,Phoenix Suns,87,116,False
2022-10-25,Minnesota Timberwolves,Sacramento Kings,112,108,True
2022-10-25,LA Lakers,Utah Jazz,124,109,True
2022-10-25,Indiana Pacers,Denver Nuggets,94,103,False
2022-10-25,San Antonio Spurs,Minnesota Timberwolves,100,131,False
2022-10-25,Oklahoma City Thunder,Atlanta Hawks,122,113,True
2022-10-25,Washington Wizards,Atlanta Hawks,100,94,True
2022-10-25,Denver Nuggets,LA Clippers,100,97,True
2022-10-25,Minnesota Timberwolves,Milwaukee Bucks,105,94,True
2022-10-25,Detroit Pistons,Indiana Pacers,125,109,True
2022-10-25,Philadelphia 76ers,Toronto Raptors,111,108,True
2022-10-25,Chicago Bulls,San Antonio Spurs,118,113,True
2022-10-25,LA Lakers,Cleveland Cavaliers,85,117,False
2022-10-25,San Antonio Spurs,Utah Jazz,111,105,True
2022-10-26,Detroit Pistons,Utah Jazz,112,106,True
2022-10-26,Washington Wizards,Sacramento Kings,115,116,False
2022-10-26,Dallas Mavericks,Phoenix Suns,98,111,False
2022-10-26,Oklahoma City Thunder,Golden State Warriors,108,99,True
2022-10-26,Brooklyn Nets,LA Lakers,104,90,True
2022-10-27,Philadelphia 76ers,Milwaukee Bucks,120,93,True
2022-10-27,Washington Wizards,Toronto Raptors,90,119,False
2022-10-27,New Orleans Pelicans,Washington Wizards,106,113,False
2022-10-27,Detroit Pistons,Washington Wizards,126,130,False
2022-10-27,Dallas Mavericks,LA Lakers,114,97,True
2022-10-27,Indiana Pacers,New Orleans Pelicans,120,113,True
2022-10-27,San Antonio Spurs,Sacramento Kings,118,95,True
2022-10-27,San Antonio Spurs,Minnesota Timberwolves,114,119,False
2022-10-27,Orlando Magic,LA Clippers,120,122,False
2022-10-27,Sacramento Kings,Philadelphia 76ers,112,113,False
2022-10-28,New Orleans Pelicans,Denver Nuggets,111,114,False
2022-10-28,Indiana Pacers,LA Clippers,119,102,True
2022-10-28,Boston Celtics,Atlanta Hawks,94,100,False
2022-10-28,Minnesota Timberwolves,Portland Trail Blazers,131,97,True
2022-10-28,Dallas Mavericks,Miami Heat,122,114,True
2022-10-28,LA Clippers,Indiana Pacers,114,113,True
2022-10-28,LA Lakers,Sacramento Kings,94,114,False
2022-10-28,Houston Rockets,Boston Celtics,105,119,False
2022-10-28,Sacramento Kings,LA Clippers,130,102,True
2022-10-28,Washington Wizards,Orlando Magic,97,123,False
2022-10-28,Sacramento Kings,Detroit Pistons,114,106,True
2022-10-28,Phoenix Suns,Charlotte Hornets,131,107,True
2022-10-29,Orlando Magic,Denver Nuggets,116,122,False
2022-10-29,Memphis Grizzlies,Dallas Mavericks,111,120,False
2022-10-29,Golden State Warriors,Memphis Grizzlies,111,107,True
2022-10-29,Miami Heat,LA Clippers,108,106,True
2022-10-29,Denver Nuggets,Portland Trail Blazers,127,92,True
2022-10-29,Chicago Bulls,Orlando Magic,98,109,False
2022-10-29,New Orleans Pelicans,Detroit Pistons,107,108,False
2022-10-29,Oklahoma City Thunder,Washington Wizards,128,115,True
2022-10-29,Portland Trail Blazers,Dallas Mavericks,96,107,False
2022-10-29,Orlando Magic,Charlotte Hornets,99,109,False
2022-10-29,Washington Wizards,LA Clippers,109,108,True
2022-10-30,Brooklyn Nets,Toronto Raptors,111,110,True
2022-10-30,Dallas Mavericks,Philadelphia 76ers,121,107,True
2022-10-30,Miami Heat,Chicago Bulls,115,101,True
2022-10-30,Washington Wizards,Memphis Grizzlies,99,112,False
2022-10-30,Orlando Magic,Boston Celtics,91,114,False
2022-10-31,Oklahoma City Thunder,Dallas Mavericks,118,110,True
2022-10-31,Utah Jazz,Brooklyn Nets,96,109,False
2022-10-31,Milwaukee Bucks,Minnesota Timberwolves,115,123,False
2022-10-31,Miami Heat,LA Clippers,130,108,True
2022-10-31,Portland Trail Blazers,Detroit Pistons,120,113,True
2022-10-31,LA Lakers,Boston Celtics,92,122,False
2022-10-31,Philadelphia 76ers,San Antonio Spurs,102,86,True
2022-10-31,Washington Wizards,Atlanta Hawks,105,100,True
2022-10-31,Philadelphia 76ers,Indiana Pacers,134,130,True
2022-10-31,Oklahoma City Thunder,Toronto Raptors,108,127,False
2022-10-31,Portland Trail Blazers,Golden State Warriors,111,120,False
2022-10-31,Brooklyn Nets,Minnesota Timberwolves,89,103,False
2022-10-31,Boston Celtics,Sacramento Kings,119,107,True
2022-11-01,Sacramento Kings,Miami Heat,121,120,True
2022-11-01,Charlotte Hornets,Boston Celtics,114,118,False
2022-11-01,Portland Trail Blazers,Detroit Pistons,120,114,True
2022-11-01,Detroit Pistons,Utah Jazz,115,88,True
2022-11-01,Chicago Bulls,Indiana Pacers,107,92,True
2022-11-01,Memphis Grizzlies,Houston Rockets,106,132,False
2022-11-01,Washington Wizards,Orlando Magic,92,117,False
2022-11-01,Milwaukee Bucks,Orlando Magic,115,114,True
2022-11-01,Dallas Mavericks,Sacramento Kings,123,90,True
2022-11-01,Dallas Mavericks,Brooklyn Nets,121,119,True
2022-11-02,San Antonio Spurs,Indiana Pacers,116,105,True
2022-11-02,Sacramento Kings,Milwaukee Bucks,119,127,False
2022-11-02,Washington Wizards,Dallas Mavericks,108,105,True
2022-11-02,Phoenix Suns,Charlotte Hornets,112,111,True
2022-11-02,Sacramento Kings,Atlanta Hawks,109,115,False
2022-11-02,Utah Jazz,Brooklyn Nets,109,92,True
2022-11-03,Minnesota Timberwolves,Boston Celtics,121,129,False
2022-11-03,Houston Rockets,Charlotte Hornets,120,118,True
2022-11-03,Orlando Magic,Houston Rockets,115,124,False
2022-11-03,Phoenix Suns,Chicago Bulls,125,94,True
2022-11-03,Charlotte Hornets,Memphis Grizzlies,116,120,False
2022-11-04,San Antonio Spurs,Chicago Bulls,108,119,False
2022-11-04,Oklahoma City Thunder,New Orleans Pelicans,115,96,True
2022-11-04,Golden State Warriors,Washington Wizards,117,106,True
2022-11-04,Philadelphia 76ers,Boston Celtics,109,114,False
2022-11-04,Indiana Pacers,LA Lakers,104,121,False
2022-11-05,Charlotte Hornets,Oklahoma City Thunder,136,96,True
2022-11-05,Toronto Raptors,Philadelphia 76ers,119,121,False
2022-11-05,Atlanta Hawks,Cleveland Cavaliers,124,114,True
2022-11-05,LA Lakers,Portland Trail Blazers,109,86,True
2022-11-05,Charlotte Hornets,Detroit Pistons,135,128,True
2022-11-05,Chicago Bulls,Brooklyn Nets,124,88,True
2022-11-05,Washington Wizards,Cleveland Cavaliers,112,115,False
2022-11-05,Portland Trail Blazers,Golden State Warriors,97,111,False
2022-11-05,Miami Heat,Orlando Magic,129,133,False
2022-11-05,Memphis Grizzlies,Indiana Pacers,112,117,False
2022-11-05,Brooklyn Nets,Atlanta Hawks,120,99,True
2022-11-05,Phoenix Suns,Oklahoma City Thunder,103,106,False
2022-11-05,Charlotte Hornets,New Orleans Pelicans,110,112,False
2022-11-05,San Antonio Spurs,Cleveland Cavaliers,105,96,True
2022-11-06,LA Clippers,Minnesota Timberwolves,107,88,True
2022-11-06,Orlando Magic,Houston Rockets,96,110,False
2022-11-06,Chicago Bulls,Portland Trail Blazers,131,122,True
2022-11-06,Miami Heat,Dallas Mavericks,122,106,True
2022-11-06,Oklahoma City Thunder,Toronto Raptors,115,119,False
2022-11-06,Golden State Warriors,Denver Nuggets,107,103,True
2022-11-06,Phoenix Suns,New York Knicks,115,103,True
2022-11-06,Utah Jazz,Dallas Mavericks,98,108,False
2022-11-07,Indiana Pacers,Boston Celtics,110,98,True
2022-11-07,Chicago Bulls,Dallas Mavericks,112,96,True
2022-11-07,Atlanta Hawks,Cleveland Cavaliers,111,102,True
2022-11-07,LA Lakers,New Orleans Pelicans,125,116,True
2022-11-07,Cleveland Cavaliers,Memphis Grizzlies,132,106,True
2022-11-08,LA Clippers,Denver Nuggets,127,107,True
2022-11-08,Toronto Raptors,Minnesota Timberwolves,87,104,False
2022-11-08,Oklahoma City Thunder,LA Clippers,117,114,True
2022-11-08,Dallas Mavericks,Indiana Pacers,108,85,True
2022-11-08,Denver Nuggets,Oklahoma City Thunder,93,123,False
2022-11-09,Washington Wizards,Minnesota Timberwolves,128,133,False
2022-11-09,Phoenix Suns,San Antonio Spurs,113,110,True
2022-11-09,Chicago Bulls,Portland Trail Blazers,121,118,True
2022-11-09,Phoenix Suns,Detroit Pistons,116,113,True
2022-11-09,Miami Heat,New Orleans Pelicans,85,115,False
2022-11-09,Milwaukee Bucks,Denver Nuggets,104,100,True
2022-11-09,LA Clippers,Charlotte Hornets,93,116,False
2022-11-09,Atlanta Hawks,Denver Nuggets,106,122,False
2022-11-09,Detroit Pistons,Indiana Pacers,131,98,True
2022-11-09,Atlanta Hawks,Washington Wizards,102,109,False
2022-11-09,Atlanta Hawks,Sacramento Kings,115,128,False
2022-11-09,Washington Wizards,Toronto Raptors,109,94,True
2022-11-09,New York Knicks,Indiana Pacers,111,113,False
2022-11-10,Cleveland Cavaliers,LA Clippers,88,102,False
2022-11-10,Portland Trail Blazers,New York Knicks,105,112,False
2022-11-10,LA Clippers,Houston Rockets,119,123,False
2022-11-10,Utah Jazz,Memphis Grizzlies,110,118,False
2022-11-10,New York Knicks,Washington Wizards,113,107,True
2022-11-11,Phoenix Suns,Portland Trail Blazers,115,105,True
2022-11-11,LA Clippers,Washington Wizards,106,104,True
2022-11-11,Philadelphia 76ers,Dallas Mavericks,129,123,True
2022-11-11,Portland Trail Blazers,Oklahoma City Thunder,96,110,False
2022-11-11,LA Clippers,LA Lakers,125,100,True
2022-11-11,Orlando Magic,LA Lakers,121,98,True
2022-11-11,Memphis Grizzlies,Boston Celtics,124,121,True
2022-11-11,San Antonio Spurs,Dallas Mavericks,92,103,False
2022-11-11,Miami Heat,Houston Rockets,118,96,True
2022-11-11,Phoenix Suns,Chicago Bulls,138,100,True
2022-11-11,Minnesota Timberwolves,Brooklyn Nets,107,102,True
2022-11-12,Dallas Mavericks,San Antonio Spurs,127,85,True
2022-11-12,San Antonio Spurs,New York Knicks,106,102,True
2022-11-12,Miami Heat,Milwaukee Bucks,101,114,False
2022-11-12,Chicago Bulls,New York Knicks,119,124,False
2022-11-12,Chicago Bulls,Phoenix Suns,104,107,False
2022-11-12,Memphis Grizzlies,Boston Celtics,96,110,False
2022-11-12,Washington Wizards,Orlando Magic,91,98,False
2022-11-13,Atlanta Hawks,Chicago Bulls,118,126,False
2022-11-13,Orlando Magic,Houston Rockets,122,105,True
2022-11-13,LA Clippers,Orlando Magic,123,114,True
2022-11-13,Orlando Magic,Denver Nuggets,87,124,False
2022-11-13,Golden State Warriors,New Orleans Pelicans,104,97,True
2022-11-13,San Antonio Spurs,Houston Rockets,103,123,False
2022-11-13,Miami Heat,Charlotte Hornets,110,103,True
2022-11-13,Milwaukee Bucks,Sacramento Kings,126,92,True
2022-11-14,LA Clippers,New Orleans Pelicans,100,92,True
2022-11-14,Philadelphia 76ers,Portland Trail Blazers,109,105,True
2022-11-14,Chicago Bulls,Houston Rockets,102,85,True
2022-11-14,LA Clippers,Memphis Grizzlies,111,103,True
2022-11-14,Cleveland Cavaliers,Brooklyn Nets,113,128,False
2022-11-14,Washington Wizards,Charlotte Hornets,126,106,True
2022-11-14,San Antonio Spurs,Portland Trail Blazers,104,85,True
2022-11-14,LA Lakers,Miami Heat,115,124,False
2022-11-14,LA Lakers,Philadelphia 76ers,105,113,False
2022-11-15,Toronto Raptors,Denver Nuggets,118,122,False
2022-11-15,Sacramento Kings,Golden State Warriors,105,116,False
2022-11-15,Minnesota Timberwolves,Toronto Raptors,125,97,True
2022-11-15,Memphis Grizzlies,Cleveland Cavaliers,124,85,True
2022-11-15,Utah Jazz,Atlanta Hawks,117,113,True
2022-11-15,LA Clippers,Charlotte Hornets,122,116,True
2022-11-15,Atlanta Hawks,Oklahoma City Thunder,114,104,True
2022-11-15,Charlotte Hornets,Dallas Mavericks,112,105,True
2022-11-15,Charlotte Hornets,Boston Celtics,102,126,False
2022-11-16,Philadelphia 76ers,Oklahoma City Thunder,88,122,False
2022-11-16,Utah Jazz,Memphis Grizzlies,112,105,True
2022-11-16,Denver Nuggets,Utah Jazz,99,119,False
2022-11-16,Oklahoma City Thunder,Chicago Bulls,122,119,True
2022-11-16,LA Clippers,Indiana Pacers,135,91,True
2022-11-16,Milwaukee Bucks,Chicago Bulls,110,95,True
2022-11-16,Sacramento Kings,Indiana Pacers,117,97,True
2022-11-16,Boston Celtics,Dallas Mavericks,98,136,False
2022-11-16,Oklahoma City Thunder,Brooklyn Nets,117,107,True
2022-11-16,Oklahoma City Thunder,San Antonio Spurs,119,115,True
2022-11-16,Chicago Bulls,LA Lakers,117,103,True
2022-11-17,Memphis Grizzlies,Minnesota Timberwolves,121,103,True
2022-11-17,Phoenix Suns,Detroit Pistons,143,108,True
2022-11-17,Boston Celtics,LA Lakers,135,112,True
2022-11-17,Detroit Pistons,Brooklyn Nets,113,103,True
2022-11-17,Toronto Raptors,Washington Wizards,119,118,True
2022-11-17,Houston Rockets,Boston Celtics,122,104,True
2022-11-17,Detroit Pistons,LA Lakers,102,110,False
2022-11-17,Charlotte Hornets,Boston Celtics,129,102,True
2022-11-17,Chicago Bulls,Indiana Pacers,126,105,True
2022-11-17,Boston Celtics,Washington Wizards,117,112,True
2022-11-17,Toronto Raptors,LA Lakers,131,110,True
2022-11-18,Phoenix Suns,San Antonio Spurs,111,105,True
2022-11-18,Portland Trail Blazers,Toronto Raptors,105,125,False
2022-11-18,Atlanta Hawks,Toronto Raptors,117,109,True
2022-11-18,Detroit Pistons,Denver Nuggets,120,104,True
2022-11-18,Houston Rockets,New York Knicks,107,110,False
2022-11-18,San Antonio Spurs,Milwaukee Bucks,121,125,False
2022-11-18,Philadelphia 76ers,Utah Jazz,115,102,True
2022-11-18,Miami Heat,Boston Celtics,123,105,True
2022-11-18,Houston Rockets,LA Lakers,127,109,True
2022-11-18,Chicago Bulls,Utah Jazz,94,116,False
2022-11-18,Philadelphia 76ers,Indiana Pacers,127,118,True
2022-11-18,Boston Celtics,Portland Trail Blazers,127,113,True
2022-11-18,Minnesota Timberwolves,Oklahoma City Thunder,125,110,True
2022-11-19,New York Knicks,Phoenix Suns,123,92,True
2022-11-19,Philadelphia 76ers,Charlotte Hornets,111,96,True
2022-11-19,New York Knicks,Atlanta Hawks,109,95,True
2022-11-19,Chicago Bulls,Washington Wizards,117,98,True
2022-11-19,Portland Trail Blazers,Memphis Grizzlies,131,130,True
2022-11-19,Orlando Magic,San Antonio Spurs,127,122,True
2022-11-20,Cleveland Cavaliers,Detroit Pistons,122,109,True
2022-11-20,Dallas Mavericks,Golden State Warriors,112,111,True
2022-11-20,Golden State Warriors,Indiana Pacers,112,100,True
2022-11-20,Minnesota Timberwolves,New Orleans Pelicans,121,112,True
2022-11-20,Utah Jazz,Golden State Warriors,116,113,True
2022-11-20,LA Lakers,New York Knicks,111,94,True
2022-11-20,Chicago Bulls,LA Lakers,119,106,True
2022-11-20,Minnesota Timberwolves,Boston Celtics,106,115,False
2022-11-20,San Antonio Spurs,Oklahoma City Thunder,109,108,True
2022-11-20,Washington Wizards,Orlando Magic,125,118,True
2022-11-20,LA Clippers,San Antonio Spurs,116,109,True
2022-11-20,Charlotte Hornets,Orlando Magic,119,95,True
2022-11-20,New York Knicks,Portland Trail Blazers,119,110,True
2022-11-20,Miami Heat,Orlando Magic,98,120,False
2022-11-21,LA Lakers,Cleveland Cavaliers,116,115,True
2022-11-21,Oklahoma City Thunder,LA Clippers,108,85,True
2022-11-21,Houston Rockets,Dallas Mavericks,122,117,True
2022-11-21,Charlotte Hornets,Washington Wizards,125,98,True
2022-11-21,Golden State Warriors,Memphis Grizzlies,96,103,False
2022-11-21,Golden State Warriors,LA Clippers,136,133,True
2022-11-21,Atlanta Hawks,Philadelphia 76ers,105,107,False
2022-11-21,Indiana Pacers,Sacramento Kings,141,133,True
2022-11-21,Dallas Mavericks,Denver Nuggets,118,121,False
2022-11-21,Washington Wizards,Philadelphia 76ers,100,125,False
2022-11-22,Milwaukee Bucks,Cleveland Cavaliers,126,116,True
2022-11-22,Chicago Bulls,New Orleans Pelicans,114,104,True
2022-11-22,Golden State Warriors,Philadelphia 76ers,102,128,False
2022-11-22,LA Lakers,Dallas Mavericks,110,98,True
2022-11-22,Dallas Mavericks,Sacramento Kings,98,96,True
2022-11-22,LA Lakers,Detroit Pistons,107,105,True
2022-11-22,Chicago Bulls,Miami Heat,117,107,True
2022-11-22,Denver Nuggets,Sacramento Kings,112,109,True
